date,product_name,quantity_sold,sales_idr
2021-02-22,Yogurt,99,5544000.0
2021-02-23,Air Freshener,110,4840000.0
2021-02-23,Apple,114,8322000.0
2021-02-23,BBQ Sauce,127,5715000.0
2021-02-23,Baby Wipes,76,3268000.0
2021-02-23,Banana,132,9768000.0
2021-02-23,Bath Towels,88,1584000.0
2021-02-23,Beef,114,4332000.0
2021-02-23,Bread,140,10080000.0
2021-02-23,Broom,123,3936000.0
2021-02-23,Butter,128,3584000.0
2021-02-23,Canned Soup,99,3069000.0
2021-02-23,Carrots,53,3657000.0
2021-02-23,Cereal,113,2147000.0
2021-02-23,Cereal Bars,104,832000.0
2021-02-23,Cheese,109,5886000.0
2021-02-23,Chicken,151,5738000.0
2021-02-23,Chips,116,580000.0
2021-02-23,Cleaning Rags,97,4656000.0
2021-02-23,Cleaning Spray,140,9240000.0
2021-02-23,Coffee,119,3332000.0
2021-02-23,Deodorant,107,6527000.0
2021-02-23,Diapers,126,3402000.0
2021-02-23,Dish Soap,117,8307000.0
2021-02-23,Dishware,169,2704000.0
2021-02-23,Dustpan,103,5871000.0
2021-02-23,Eggs,66,2574000.0
2021-02-23,Extension Cords,114,6384000.0
2021-02-23,Feminine Hygiene Products,132,1188000.0
2021-02-23,Garden Hose,148,9028000.0
2021-02-23,Hair Gel,111,5883000.0
2021-02-23,Hand Sanitizer,111,5439000.0
2021-02-23,Honey,102,1734000.0
2021-02-23,Ice Cream,115,8280000.0
2021-02-23,Insect Repellent,104,4576000.0
2021-02-23,Iron,133,7581000.0
2021-02-23,Ironing Board,98,6664000.0
2021-02-23,Jam,132,6336000.0
2021-02-23,Ketchup,102,5508000.0
2021-02-23,Laundry Detergent,118,5310000.0
2021-02-23,Lawn Mower,180,12960000.0
2021-02-23,Light Bulbs,128,5248000.0
2021-02-23,Mayonnaise,125,8625000.0
2021-02-23,Milk,147,10878000.0
2021-02-23,Mop,150,1200000.0
2021-02-23,Mustard,148,7548000.0
2021-02-23,Olive Oil,155,3720000.0
2021-02-23,Onions,200,11000000.0
2021-02-23,Orange,154,8316000.0
2021-02-23,Pancake Mix,115,1610000.0
2021-02-23,Paper Towels,116,5336000.0
2021-02-23,Pasta,155,4185000.0
2021-02-23,Peanut Butter,156,10608000.0
2021-02-23,Pickles,131,3930000.0
2021-02-23,Plant Fertilizer,98,2254000.0
2021-02-23,Potatoes,145,8410000.0
2021-02-23,Power Strips,80,2560000.0
2021-02-23,Razors,168,1680000.0
2021-02-23,Rice,144,3312000.0
2021-02-23,Salmon,121,968000.0
2021-02-23,Shampoo,164,11480000.0
2021-02-23,Shaving Cream,88,1936000.0
2021-02-23,Shower Gel,109,6431000.0
2021-02-23,Shrimp,107,3852000.0
2021-02-23,Soap,147,2058000.0
2021-02-23,Soda,135,810000.0
2021-02-23,Spinach,178,8188000.0
2021-02-23,Sponges,121,1573000.0
2021-02-23,Syrup,126,3528000.0
2021-02-23,Tea,137,7398000.0
2021-02-23,Tissues,102,1530000.0
2021-02-23,Toilet Paper,138,5520000.0
2021-02-23,Tomatoes,73,876000.0
2021-02-23,Toothbrush,91,5278000.0
2021-02-23,Toothpaste,251,10542000.0
2021-02-23,Trash Bags,108,7344000.0
2021-02-23,Trash Cans,92,2668000.0
2021-02-23,Tuna,92,5612000.0
2021-02-23,Vacuum Cleaner,120,1560000.0
2021-02-23,Vinegar,126,8442000.0
2021-02-23,Water,97,1649000.0
2021-02-23,Yogurt,94,5264000.0
2021-02-24,Air Freshener,132,5808000.0
2021-02-24,Apple,83,6059000.0
2021-02-24,BBQ Sauce,113,5085000.0
2021-02-24,Baby Wipes,117,5031000.0
2021-02-24,Banana,70,5180000.0
2021-02-24,Bath Towels,97,1746000.0
2021-02-24,Beef,122,4636000.0
2021-02-24,Bread,96,6912000.0
2021-02-24,Broom,116,3712000.0
2021-02-24,Butter,147,4116000.0
2021-02-24,Canned Soup,123,3813000.0
2021-02-24,Carrots,108,7452000.0
2021-02-24,Cereal,103,1957000.0
2021-02-24,Cereal Bars,159,1272000.0
2021-02-24,Cheese,92,4968000.0
2021-02-24,Chicken,115,4370000.0
2021-02-24,Chips,142,710000.0
2021-02-24,Cleaning Rags,109,5232000.0
2021-02-24,Cleaning Spray,143,9438000.0
2021-02-24,Coffee,105,2940000.0
2021-02-24,Deodorant,163,9943000.0
2021-02-24,Diapers,95,2565000.0
2021-02-24,Dish Soap,136,9656000.0
2021-02-24,Dishware,128,2048000.0
2021-02-24,Dustpan,79,4503000.0
2021-02-24,Eggs,130,5070000.0
2021-02-24,Extension Cords,152,8512000.0
2021-02-24,Feminine Hygiene Products,81,729000.0
2021-02-24,Garden Hose,107,6527000.0
2021-02-24,Hair Gel,113,5989000.0
2021-02-24,Hand Sanitizer,68,3332000.0
2021-02-24,Honey,59,1003000.0
2021-02-24,Ice Cream,144,10368000.0
2021-02-24,Insect Repellent,143,6292000.0
2021-02-24,Iron,98,5586000.0
2021-02-24,Ironing Board,124,8432000.0
2021-02-24,Jam,124,5952000.0
2021-02-24,Ketchup,46,2484000.0
2021-02-24,Laundry Detergent,119,5355000.0
2021-02-24,Lawn Mower,139,10008000.0
2021-02-24,Light Bulbs,115,4715000.0
2021-02-24,Mayonnaise,143,9867000.0
2021-02-24,Milk,180,13320000.0
2021-02-24,Mop,101,808000.0
2021-02-24,Mustard,118,6018000.0
2021-02-24,Olive Oil,67,1608000.0
2021-02-24,Onions,130,7150000.0
2021-02-24,Orange,84,4536000.0
2021-02-24,Pancake Mix,137,1918000.0
2021-02-24,Paper Towels,90,4140000.0
2021-02-24,Pasta,123,3321000.0
2021-02-24,Peanut Butter,163,11084000.0
2021-02-24,Pickles,99,2970000.0
2021-02-24,Plant Fertilizer,168,3864000.0
2021-02-24,Potatoes,116,6728000.0
2021-02-24,Power Strips,113,3616000.0
2021-02-24,Razors,148,1480000.0
2021-02-24,Rice,70,1610000.0
2021-02-24,Salmon,106,848000.0
2021-02-24,Shampoo,140,9800000.0
2021-02-24,Shaving Cream,121,2662000.0
2021-02-24,Shower Gel,127,7493000.0
2021-02-24,Shrimp,114,4104000.0
2021-02-24,Soap,114,1596000.0
2021-02-24,Soda,108,648000.0
2021-02-24,Spinach,94,4324000.0
2021-02-24,Sponges,90,1170000.0
2021-02-24,Syrup,125,3500000.0
2021-02-24,Tea,129,6966000.0
2021-02-24,Tissues,118,1770000.0
2021-02-24,Toilet Paper,104,4160000.0
2021-02-24,Tomatoes,116,1392000.0
2021-02-24,Toothbrush,119,6902000.0
2021-02-24,Toothpaste,186,7812000.0
2021-02-24,Trash Bags,90,6120000.0
2021-02-24,Trash Cans,82,2378000.0
2021-02-24,Tuna,92,5612000.0
2021-02-24,Vacuum Cleaner,102,1326000.0
2021-02-24,Vinegar,137,9179000.0
2021-02-24,Water,84,1428000.0
2021-02-24,Yogurt,109,6104000.0
2021-02-25,Air Freshener,93,4092000.0
2021-02-25,Apple,131,9563000.0
2021-02-25,BBQ Sauce,145,6525000.0
2021-02-25,Baby Wipes,60,2580000.0
2021-02-25,Banana,64,4736000.0
2021-02-25,Bath Towels,96,1728000.0
2021-02-25,Beef,128,4864000.0
2021-02-25,Bread,109,7848000.0
2021-02-25,Broom,126,4032000.0
2021-02-25,Butter,112,3136000.0
2021-02-25,Canned Soup,145,4495000.0
2021-02-25,Carrots,122,8418000.0
2021-02-25,Cereal,151,2869000.0
2021-02-25,Cereal Bars,109,872000.0
2021-02-25,Cheese,80,4320000.0
2021-02-25,Chicken,115,4370000.0
2021-02-25,Chips,92,460000.0
2021-02-25,Cleaning Rags,109,5232000.0
2021-02-25,Cleaning Spray,103,6798000.0
2021-02-25,Coffee,96,2688000.0
2021-02-25,Deodorant,145,8845000.0
2021-02-25,Diapers,92,2484000.0
2021-02-25,Dish Soap,53,3763000.0
2021-02-25,Dishware,148,2368000.0
2021-02-25,Dustpan,125,7125000.0
2021-02-25,Eggs,159,6201000.0
2021-02-25,Extension Cords,113,6328000.0
2021-02-25,Feminine Hygiene Products,108,972000.0
2021-02-25,Garden Hose,103,6283000.0
2021-02-25,Hair Gel,74,3922000.0
2021-02-25,Hand Sanitizer,77,3773000.0
2021-02-25,Honey,111,1887000.0
2021-02-25,Ice Cream,74,5328000.0
2021-02-25,Insect Repellent,101,4444000.0
2021-02-25,Iron,140,7980000.0
2021-02-25,Ironing Board,86,5848000.0
2021-02-25,Jam,116,5568000.0
2021-02-25,Ketchup,123,6642000.0
2021-02-25,Laundry Detergent,132,5940000.0
2021-02-25,Lawn Mower,92,6624000.0
2021-02-25,Light Bulbs,120,4920000.0
2021-02-25,Mayonnaise,107,7383000.0
2021-02-25,Milk,157,11618000.0
2021-02-25,Mop,91,728000.0
2021-02-25,Mustard,110,5610000.0
2021-02-25,Olive Oil,154,3696000.0
2021-02-25,Onions,146,8030000.0
2021-02-25,Orange,100,5400000.0
2021-02-25,Pancake Mix,135,1890000.0
2021-02-25,Paper Towels,109,5014000.0
2021-02-25,Pasta,97,2619000.0
2021-02-25,Peanut Butter,111,7548000.0
2021-02-25,Pickles,115,3450000.0
2021-02-25,Plant Fertilizer,152,3496000.0
2021-02-25,Potatoes,141,8178000.0
2021-02-25,Power Strips,118,3776000.0
2021-02-25,Razors,127,1270000.0
2021-02-25,Rice,141,3243000.0
2021-02-25,Salmon,149,1192000.0
2021-02-25,Shampoo,87,6090000.0
2021-02-25,Shaving Cream,156,3432000.0
2021-02-25,Shower Gel,131,7729000.0
2021-02-25,Shrimp,137,4932000.0
2021-02-25,Soap,158,2212000.0
2021-02-25,Soda,105,630000.0
2021-02-25,Spinach,98,4508000.0
2021-02-25,Sponges,143,1859000.0
2021-02-25,Syrup,64,1792000.0
2021-02-25,Tea,72,3888000.0
2021-02-25,Tissues,59,885000.0
2021-02-25,Toilet Paper,118,4720000.0
2021-02-25,Tomatoes,138,1656000.0
2021-02-25,Toothbrush,98,5684000.0
2021-02-25,Toothpaste,188,7896000.0
2021-02-25,Trash Bags,88,5984000.0
2021-02-25,Trash Cans,73,2117000.0
2021-02-25,Tuna,122,7442000.0
2021-02-25,Vacuum Cleaner,54,702000.0
2021-02-25,Vinegar,122,8174000.0
2021-02-25,Water,107,1819000.0
2021-02-25,Yogurt,105,5880000.0
2021-02-26,Air Freshener,209,9196000.0
2021-02-26,Apple,135,9855000.0
2021-02-26,BBQ Sauce,100,4500000.0
2021-02-26,Baby Wipes,173,7439000.0
2021-02-26,Banana,175,12950000.0
2021-02-26,Bath Towels,93,1674000.0
2021-02-26,Beef,101,3838000.0
2021-02-26,Bread,57,4104000.0
2021-02-26,Broom,175,5600000.0
2021-02-26,Butter,147,4116000.0
2021-02-26,Canned Soup,132,4092000.0
2021-02-26,Carrots,107,7383000.0
2021-02-26,Cereal,130,2470000.0
2021-02-26,Cereal Bars,134,1072000.0
2021-02-26,Cheese,108,5832000.0
2021-02-26,Chicken,76,2888000.0
2021-02-26,Chips,97,485000.0
2021-02-26,Cleaning Rags,153,7344000.0
2021-02-26,Cleaning Spray,128,8448000.0
2021-02-26,Coffee,139,3892000.0
2021-02-26,Deodorant,100,6100000.0
2021-02-26,Diapers,90,2430000.0
2021-02-26,Dish Soap,41,2911000.0
2021-02-26,Dishware,61,976000.0
2021-02-26,Dustpan,76,4332000.0
2021-02-26,Eggs,139,5421000.0
2021-02-26,Extension Cords,127,7112000.0
2021-02-26,Feminine Hygiene Products,164,1476000.0
2021-02-26,Garden Hose,127,7747000.0
2021-02-26,Hair Gel,108,5724000.0
2021-02-26,Hand Sanitizer,100,4900000.0
2021-02-26,Honey,141,2397000.0
2021-02-26,Ice Cream,151,10872000.0
2021-02-26,Insect Repellent,102,4488000.0
2021-02-26,Iron,106,6042000.0
2021-02-26,Ironing Board,120,8160000.0
2021-02-26,Jam,82,3936000.0
2021-02-26,Ketchup,136,7344000.0
2021-02-26,Laundry Detergent,119,5355000.0
2021-02-26,Lawn Mower,102,7344000.0
2021-02-26,Light Bulbs,107,4387000.0
2021-02-26,Mayonnaise,103,7107000.0
2021-02-26,Milk,87,6438000.0
2021-02-26,Mop,114,912000.0
2021-02-26,Mustard,74,3774000.0
2021-02-26,Olive Oil,127,3048000.0
2021-02-26,Onions,110,6050000.0
2021-02-26,Orange,118,6372000.0
2021-02-26,Pancake Mix,130,1820000.0
2021-02-26,Paper Towels,117,5382000.0
2021-02-26,Pasta,104,2808000.0
2021-02-26,Peanut Butter,75,5100000.0
2021-02-26,Pickles,123,3690000.0
2021-02-26,Plant Fertilizer,111,2553000.0
2021-02-26,Potatoes,135,7830000.0
2021-02-26,Power Strips,132,4224000.0
2021-02-26,Razors,92,920000.0
2021-02-26,Rice,79,1817000.0
2021-02-26,Salmon,95,760000.0
2021-02-26,Shampoo,106,7420000.0
2021-02-26,Shaving Cream,130,2860000.0
2021-02-26,Shower Gel,105,6195000.0
2021-02-26,Shrimp,103,3708000.0
2021-02-26,Soap,143,2002000.0
2021-02-26,Soda,154,924000.0
2021-02-26,Spinach,130,5980000.0
2021-02-26,Sponges,118,1534000.0
2021-02-26,Syrup,98,2744000.0
2021-02-26,Tea,142,7668000.0
2021-02-26,Tissues,95,1425000.0
2021-02-26,Toilet Paper,133,5320000.0
2021-02-26,Tomatoes,87,1044000.0
2021-02-26,Toothbrush,162,9396000.0
2021-02-26,Toothpaste,254,10668000.0
2021-02-26,Trash Bags,131,8908000.0
2021-02-26,Trash Cans,103,2987000.0
2021-02-26,Tuna,88,5368000.0
2021-02-26,Vacuum Cleaner,126,1638000.0
2021-02-26,Vinegar,170,11390000.0
2021-02-26,Water,61,1037000.0
2021-02-26,Yogurt,116,6496000.0
2021-02-27,Air Freshener,94,4136000.0
2021-02-27,Apple,110,8030000.0
2021-02-27,BBQ Sauce,120,5400000.0
2021-02-27,Baby Wipes,102,4386000.0
2021-02-27,Banana,172,12728000.0
2021-02-27,Bath Towels,132,2376000.0
2021-02-27,Beef,104,3952000.0
2021-02-27,Bread,81,5832000.0
2021-02-27,Broom,194,6208000.0
2021-02-27,Butter,136,3808000.0
2021-02-27,Canned Soup,107,3317000.0
2021-02-27,Carrots,124,8556000.0
2021-02-27,Cereal,132,2508000.0
2021-02-27,Cereal Bars,127,1016000.0
2021-02-27,Cheese,126,6804000.0
2021-02-27,Chicken,80,3040000.0
2021-02-27,Chips,134,670000.0
2021-02-27,Cleaning Rags,154,7392000.0
2021-02-27,Cleaning Spray,95,6270000.0
2021-02-27,Coffee,126,3528000.0
2021-02-27,Deodorant,88,5368000.0
2021-02-27,Diapers,160,4320000.0
2021-02-27,Dish Soap,99,7029000.0
2021-02-27,Dishware,85,1360000.0
2021-02-27,Dustpan,113,6441000.0
2021-02-27,Eggs,116,4524000.0
2021-02-27,Extension Cords,119,6664000.0
2021-02-27,Feminine Hygiene Products,112,1008000.0
2021-02-27,Garden Hose,150,9150000.0
2021-02-27,Hair Gel,121,6413000.0
2021-02-27,Hand Sanitizer,135,6615000.0
2021-02-27,Honey,127,2159000.0
2021-02-27,Ice Cream,105,7560000.0
2021-02-27,Insect Repellent,117,5148000.0
2021-02-27,Iron,106,6042000.0
2021-02-27,Ironing Board,119,8092000.0
2021-02-27,Jam,107,5136000.0
2021-02-27,Ketchup,137,7398000.0
2021-02-27,Laundry Detergent,127,5715000.0
2021-02-27,Lawn Mower,126,9072000.0
2021-02-27,Light Bulbs,157,6437000.0
2021-02-27,Mayonnaise,123,8487000.0
2021-02-27,Milk,94,6956000.0
2021-02-27,Mop,141,1128000.0
2021-02-27,Mustard,113,5763000.0
2021-02-27,Olive Oil,160,3840000.0
2021-02-27,Onions,156,8580000.0
2021-02-27,Orange,105,5670000.0
2021-02-27,Pancake Mix,121,1694000.0
2021-02-27,Paper Towels,150,6900000.0
2021-02-27,Pasta,101,2727000.0
2021-02-27,Peanut Butter,122,8296000.0
2021-02-27,Pickles,112,3360000.0
2021-02-27,Plant Fertilizer,98,2254000.0
2021-02-27,Potatoes,116,6728000.0
2021-02-27,Power Strips,85,2720000.0
2021-02-27,Razors,106,1060000.0
2021-02-27,Rice,117,2691000.0
2021-02-27,Salmon,77,616000.0
2021-02-27,Shampoo,141,9870000.0
2021-02-27,Shaving Cream,131,2882000.0
2021-02-27,Shower Gel,169,9971000.0
2021-02-27,Shrimp,108,3888000.0
2021-02-27,Soap,130,1820000.0
2021-02-27,Soda,180,1080000.0
2021-02-27,Spinach,153,7038000.0
2021-02-27,Sponges,85,1105000.0
2021-02-27,Syrup,141,3948000.0
2021-02-27,Tea,109,5886000.0
2021-02-27,Tissues,145,2175000.0
2021-02-27,Toilet Paper,89,3560000.0
2021-02-27,Tomatoes,132,1584000.0
2021-02-27,Toothbrush,109,6322000.0
2021-02-27,Toothpaste,250,10500000.0
2021-02-27,Trash Bags,124,8432000.0
2021-02-27,Trash Cans,145,4205000.0
2021-02-27,Tuna,116,7076000.0
2021-02-27,Vacuum Cleaner,84,1092000.0
2021-02-27,Vinegar,100,6700000.0
2021-02-27,Water,124,2108000.0
2021-02-27,Yogurt,117,6552000.0
2021-02-28,Air Freshener,146,6424000.0
2021-02-28,Apple,103,7519000.0
2021-02-28,BBQ Sauce,90,4050000.0
2021-02-28,Baby Wipes,88,3784000.0
2021-02-28,Banana,154,11396000.0
2021-02-28,Bath Towels,125,2250000.0
2021-02-28,Beef,125,4750000.0
2021-02-28,Bread,120,8640000.0
2021-02-28,Broom,114,3648000.0
2021-02-28,Butter,113,3164000.0
2021-02-28,Canned Soup,121,3751000.0
2021-02-28,Carrots,152,10488000.0
2021-02-28,Cereal,140,2660000.0
2021-02-28,Cereal Bars,187,1496000.0
2021-02-28,Cheese,101,5454000.0
2021-02-28,Chicken,101,3838000.0
2021-02-28,Chips,122,610000.0
2021-02-28,Cleaning Rags,101,4848000.0
2021-02-28,Cleaning Spray,134,8844000.0
2021-02-28,Coffee,146,4088000.0
2021-02-28,Deodorant,145,8845000.0
2021-02-28,Diapers,139,3753000.0
2021-02-28,Dish Soap,90,6390000.0
2021-02-28,Dishware,80,1280000.0
2021-02-28,Dustpan,131,7467000.0
2021-02-28,Eggs,96,3744000.0
2021-02-28,Extension Cords,156,8736000.0
2021-02-28,Feminine Hygiene Products,125,1125000.0
2021-02-28,Garden Hose,101,6161000.0
2021-02-28,Hair Gel,89,4717000.0
2021-02-28,Hand Sanitizer,103,5047000.0
2021-02-28,Honey,98,1666000.0
2021-02-28,Ice Cream,131,9432000.0
2021-02-28,Insect Repellent,151,6644000.0
2021-02-28,Iron,88,5016000.0
2021-02-28,Ironing Board,82,5576000.0
2021-02-28,Jam,82,3936000.0
2021-02-28,Ketchup,80,4320000.0
2021-02-28,Laundry Detergent,132,5940000.0
2021-02-28,Lawn Mower,131,9432000.0
2021-02-28,Light Bulbs,154,6314000.0
2021-02-28,Mayonnaise,73,5037000.0
2021-02-28,Milk,121,8954000.0
2021-02-28,Mop,97,776000.0
2021-02-28,Mustard,115,5865000.0
2021-02-28,Olive Oil,88,2112000.0
2021-02-28,Onions,106,5830000.0
2021-02-28,Orange,86,4644000.0
2021-02-28,Pancake Mix,65,910000.0
2021-02-28,Paper Towels,99,4554000.0
2021-02-28,Pasta,127,3429000.0
2021-02-28,Peanut Butter,137,9316000.0
2021-02-28,Pickles,157,4710000.0
2021-02-28,Plant Fertilizer,125,2875000.0
2021-02-28,Potatoes,117,6786000.0
2021-02-28,Power Strips,99,3168000.0
2021-02-28,Razors,153,1530000.0
2021-02-28,Rice,136,3128000.0
2021-02-28,Salmon,124,992000.0
2021-02-28,Shampoo,113,7910000.0
2021-02-28,Shaving Cream,89,1958000.0
2021-02-28,Shower Gel,131,7729000.0
2021-02-28,Shrimp,98,3528000.0
2021-02-28,Soap,134,1876000.0
2021-02-28,Soda,98,588000.0
2021-02-28,Spinach,95,4370000.0
2021-02-28,Sponges,182,2366000.0
2021-02-28,Syrup,121,3388000.0
2021-02-28,Tea,92,4968000.0
2021-02-28,Tissues,99,1485000.0
2021-02-28,Toilet Paper,110,4400000.0
2021-02-28,Tomatoes,139,1668000.0
2021-02-28,Toothbrush,194,11252000.0
2021-02-28,Toothpaste,244,10248000.0
2021-02-28,Trash Bags,111,7548000.0
2021-02-28,Trash Cans,118,3422000.0
2021-02-28,Tuna,147,8967000.0
2021-02-28,Vacuum Cleaner,77,1001000.0
2021-02-28,Vinegar,137,9179000.0
2021-02-28,Water,107,1819000.0
2021-02-28,Yogurt,112,6272000.0
2021-03-01,Air Freshener,114,5016000.0
2021-03-01,Apple,126,9198000.0
2021-03-01,BBQ Sauce,104,4680000.0
2021-03-01,Baby Wipes,159,6837000.0
2021-03-01,Banana,156,11544000.0
2021-03-01,Bath Towels,120,2160000.0
2021-03-01,Beef,128,4864000.0
2021-03-01,Bread,109,7848000.0
2021-03-01,Broom,111,3552000.0
2021-03-01,Butter,141,3948000.0
2021-03-01,Canned Soup,143,4433000.0
2021-03-01,Carrots,136,9384000.0
2021-03-01,Cereal,124,2356000.0
2021-03-01,Cereal Bars,117,936000.0
2021-03-01,Cheese,137,7398000.0
2021-03-01,Chicken,161,6118000.0
2021-03-01,Chips,110,550000.0
2021-03-01,Cleaning Rags,163,7824000.0
2021-03-01,Cleaning Spray,97,6402000.0
2021-03-01,Coffee,88,2464000.0
2021-03-01,Deodorant,159,9699000.0
2021-03-01,Diapers,161,4347000.0
2021-03-01,Dish Soap,140,9940000.0
2021-03-01,Dishware,99,1584000.0
2021-03-01,Dustpan,74,4218000.0
2021-03-01,Eggs,114,4446000.0
2021-03-01,Extension Cords,133,7448000.0
2021-03-01,Feminine Hygiene Products,140,1260000.0
2021-03-01,Garden Hose,133,8113000.0
2021-03-01,Hair Gel,154,8162000.0
2021-03-01,Hand Sanitizer,116,5684000.0
2021-03-01,Honey,196,3332000.0
2021-03-01,Ice Cream,129,9288000.0
2021-03-01,Insect Repellent,141,6204000.0
2021-03-01,Iron,122,6954000.0
2021-03-01,Ironing Board,86,5848000.0
2021-03-01,Jam,122,5856000.0
2021-03-01,Ketchup,101,5454000.0
2021-03-01,Laundry Detergent,96,4320000.0
2021-03-01,Lawn Mower,175,12600000.0
2021-03-01,Light Bulbs,110,4510000.0
2021-03-01,Mayonnaise,108,7452000.0
2021-03-01,Milk,144,10656000.0
2021-03-01,Mop,113,904000.0
2021-03-01,Mustard,149,7599000.0
2021-03-01,Olive Oil,159,3816000.0
2021-03-01,Onions,138,7590000.0
2021-03-01,Orange,98,5292000.0
2021-03-01,Pancake Mix,86,1204000.0
2021-03-01,Paper Towels,97,4462000.0
2021-03-01,Pasta,144,3888000.0
2021-03-01,Peanut Butter,148,10064000.0
2021-03-01,Pickles,123,3690000.0
2021-03-01,Plant Fertilizer,137,3151000.0
2021-03-01,Potatoes,51,2958000.0
2021-03-01,Power Strips,124,3968000.0
2021-03-01,Razors,88,880000.0
2021-03-01,Rice,93,2139000.0
2021-03-01,Salmon,111,888000.0
2021-03-01,Shampoo,72,5040000.0
2021-03-01,Shaving Cream,146,3212000.0
2021-03-01,Shower Gel,130,7670000.0
2021-03-01,Shrimp,119,4284000.0
2021-03-01,Soap,154,2156000.0
2021-03-01,Soda,107,642000.0
2021-03-01,Spinach,140,6440000.0
2021-03-01,Sponges,104,1352000.0
2021-03-01,Syrup,165,4620000.0
2021-03-01,Tea,125,6750000.0
2021-03-01,Tissues,81,1215000.0
2021-03-01,Toilet Paper,163,6520000.0
2021-03-01,Tomatoes,81,972000.0
2021-03-01,Toothbrush,108,6264000.0
2021-03-01,Toothpaste,265,11130000.0
2021-03-01,Trash Bags,124,8432000.0
2021-03-01,Trash Cans,126,3654000.0
2021-03-01,Tuna,39,2379000.0
2021-03-01,Vacuum Cleaner,133,1729000.0
2021-03-01,Vinegar,107,7169000.0
2021-03-01,Water,61,1037000.0
2021-03-01,Yogurt,134,7504000.0
2021-03-02,Air Freshener,113,4972000.0
2021-03-02,Apple,136,9928000.0
2021-03-02,BBQ Sauce,90,4050000.0
2021-03-02,Baby Wipes,85,3655000.0
2021-03-02,Banana,137,10138000.0
2021-03-02,Bath Towels,119,2142000.0
2021-03-02,Beef,148,5624000.0
2021-03-02,Bread,57,4104000.0
2021-03-02,Broom,84,2688000.0
2021-03-02,Butter,141,3948000.0
2021-03-02,Canned Soup,152,4712000.0
2021-03-02,Carrots,110,7590000.0
2021-03-02,Cereal,168,3192000.0
2021-03-02,Cereal Bars,122,976000.0
2021-03-02,Cheese,79,4266000.0
2021-03-02,Chicken,132,5016000.0
2021-03-02,Chips,138,690000.0
2021-03-02,Cleaning Rags,112,5376000.0
2021-03-02,Cleaning Spray,75,4950000.0
2021-03-02,Coffee,135,3780000.0
2021-03-02,Deodorant,135,8235000.0
2021-03-02,Diapers,129,3483000.0
2021-03-02,Dish Soap,133,9443000.0
2021-03-02,Dishware,131,2096000.0
2021-03-02,Dustpan,160,9120000.0
2021-03-02,Eggs,146,5694000.0
2021-03-02,Extension Cords,152,8512000.0
2021-03-02,Feminine Hygiene Products,115,1035000.0
2021-03-02,Garden Hose,92,5612000.0
2021-03-02,Hair Gel,115,6095000.0
2021-03-02,Hand Sanitizer,98,4802000.0
2021-03-02,Honey,109,1853000.0
2021-03-02,Ice Cream,129,9288000.0
2021-03-02,Insect Repellent,128,5632000.0
2021-03-02,Iron,75,4275000.0
2021-03-02,Ironing Board,130,8840000.0
2021-03-02,Jam,90,4320000.0
2021-03-02,Ketchup,119,6426000.0
2021-03-02,Laundry Detergent,65,2925000.0
2021-03-02,Lawn Mower,108,7776000.0
2021-03-02,Light Bulbs,108,4428000.0
2021-03-02,Mayonnaise,201,13869000.0
2021-03-02,Milk,93,6882000.0
2021-03-02,Mop,115,920000.0
2021-03-02,Mustard,105,5355000.0
2021-03-02,Olive Oil,80,1920000.0
2021-03-02,Onions,87,4785000.0
2021-03-02,Orange,88,4752000.0
2021-03-02,Pancake Mix,144,2016000.0
2021-03-02,Paper Towels,124,5704000.0
2021-03-02,Pasta,165,4455000.0
2021-03-02,Peanut Butter,107,7276000.0
2021-03-02,Pickles,125,3750000.0
2021-03-02,Plant Fertilizer,79,1817000.0
2021-03-02,Potatoes,125,7250000.0
2021-03-02,Power Strips,132,4224000.0
2021-03-02,Razors,78,780000.0
2021-03-02,Rice,130,2990000.0
2021-03-02,Salmon,107,856000.0
2021-03-02,Shampoo,124,8680000.0
2021-03-02,Shaving Cream,102,2244000.0
2021-03-02,Shower Gel,122,7198000.0
2021-03-02,Shrimp,98,3528000.0
2021-03-02,Soap,84,1176000.0
2021-03-02,Soda,69,414000.0
2021-03-02,Spinach,124,5704000.0
2021-03-02,Sponges,114,1482000.0
2021-03-02,Syrup,119,3332000.0
2021-03-02,Tea,96,5184000.0
2021-03-02,Tissues,116,1740000.0
2021-03-02,Toilet Paper,74,2960000.0
2021-03-02,Tomatoes,138,1656000.0
2021-03-02,Toothbrush,136,7888000.0
2021-03-02,Toothpaste,175,7350000.0
2021-03-02,Trash Bags,83,5644000.0
2021-03-02,Trash Cans,114,3306000.0
2021-03-02,Tuna,71,4331000.0
2021-03-02,Vacuum Cleaner,87,1131000.0
2021-03-02,Vinegar,133,8911000.0
2021-03-02,Water,97,1649000.0
2021-03-02,Yogurt,89,4984000.0
2021-03-03,Air Freshener,153,6732000.0
2021-03-03,Apple,140,10220000.0
2021-03-03,BBQ Sauce,125,5625000.0
2021-03-03,Baby Wipes,183,7869000.0
2021-03-03,Banana,90,6660000.0
2021-03-03,Bath Towels,133,2394000.0
2021-03-03,Beef,166,6308000.0
2021-03-03,Bread,138,9936000.0
2021-03-03,Broom,146,4672000.0
2021-03-03,Butter,174,4872000.0
2021-03-03,Canned Soup,120,3720000.0
2021-03-03,Carrots,115,7935000.0
2021-03-03,Cereal,154,2926000.0
2021-03-03,Cereal Bars,81,648000.0
2021-03-03,Cheese,100,5400000.0
